seed,condition,method,value,fired
0,M1,CMI,0.009950248756218905,1
0,M1,Pearson,0.004975124378109453,1
0,M1,PartialCorr,2.7470162415961026e-13,1
0,M1,ResidualDCor,0.004975124378109453,1
0,M2,CMI,0.004975124378109453,1
0,M2,Pearson,0.004975124378109453,1
0,M2,PartialCorr,7.391394163254954e-51,1
0,M2,ResidualDCor,0.004975124378109453,1
0,M3,CMI,0.9353233830845771,0
0,M3,Pearson,0.029850746268656716,1
0,M3,PartialCorr,0.08350619200963096,0
0,M3,ResidualDCor,0.20398009950248755,0
1,M1,CMI,0.004975124378109453,1
1,M1,Pearson,0.004975124378109453,1
1,M1,PartialCorr,5.52803219199418e-23,1
1,M1,ResidualDCor,0.004975124378109453,1
1,M2,CMI,0.004975124378109453,1
1,M2,Pearson,0.004975124378109453,1
1,M2,PartialCorr,6.78363451967353e-36,1
1,M2,ResidualDCor,0.004975124378109453,1
1,M3,CMI,0.8557213930348259,0
1,M3,Pearson,0.004975124378109453,1
1,M3,PartialCorr,2.1938620961796034e-05,1
1,M3,ResidualDCor,0.004975124378109453,1
2,M1,CMI,0.014925373134328358,1
2,M1,Pearson,0.004975124378109453,1
2,M1,PartialCorr,3.3140156927077e-17,1
2,M1,ResidualDCor,0.004975124378109453,1
2,M2,CMI,0.004975124378109453,1
2,M2,Pearson,0.004975124378109453,1
2,M2,PartialCorr,2.5488173119412038e-21,1
2,M2,ResidualDCor,0.004975124378109453,1
2,M3,CMI,0.35323383084577115,0
2,M3,Pearson,0.009950248756218905,1
2,M3,PartialCorr,0.04028380360504604,1
2,M3,ResidualDCor,0.004975124378109453,1
3,M1,CMI,0.004975124378109453,1
3,M1,Pearson,0.004975124378109453,1
3,M1,PartialCorr,3.010907319761696e-11,1
3,M1,ResidualDCor,0.004975124378109453,1
3,M2,CMI,0.004975124378109453,1
3,M2,Pearson,0.004975124378109453,1
3,M2,PartialCorr,2.580245895270259e-21,1
3,M2,ResidualDCor,0.004975124378109453,1
3,M3,CMI,0.5572139303482587,0
3,M3,Pearson,0.004975124378109453,1
3,M3,PartialCorr,1.0895494075181792e-05,1
3,M3,ResidualDCor,0.004975124378109453,1
4,M1,CMI,0.004975124378109453,1
4,M1,Pearson,0.004975124378109453,1
4,M1,PartialCorr,1.1835186248417119e-27,1
4,M1,ResidualDCor,0.004975124378109453,1
4,M2,CMI,0.004975124378109453,1
4,M2,Pearson,0.004975124378109453,1
4,M2,PartialCorr,1.5220419751654823e-31,1
4,M2,ResidualDCor,0.004975124378109453,1
4,M3,CMI,0.30845771144278605,0
4,M3,Pearson,0.009950248756218905,1
4,M3,PartialCorr,0.659495425395063,0
4,M3,ResidualDCor,0.4527363184079602,0
5,M1,CMI,0.009950248756218905,1
5,M1,Pearson,0.004975124378109453,1
5,M1,PartialCorr,2.398765219141285e-24,1
5,M1,ResidualDCor,0.004975124378109453,1
5,M2,CMI,0.004975124378109453,1
5,M2,Pearson,0.004975124378109453,1
5,M2,PartialCorr,1.282544115937075e-50,1
5,M2,ResidualDCor,0.004975124378109453,1
5,M3,CMI,0.9502487562189055,0
5,M3,Pearson,0.014925373134328358,1
5,M3,PartialCorr,0.148810660918998,0
5,M3,ResidualDCor,0.014925373134328358,1
6,M1,CMI,0.004975124378109453,1
6,M1,Pearson,0.004975124378109453,1
6,M1,PartialCorr,5.221382859970201e-20,1
6,M1,ResidualDCor,0.004975124378109453,1
6,M2,CMI,0.004975124378109453,1
6,M2,Pearson,0.004975124378109453,1
6,M2,PartialCorr,1.396159383405299e-32,1
6,M2,ResidualDCor,0.004975124378109453,1
6,M3,CMI,0.6666666666666666,0
6,M3,Pearson,0.004975124378109453,1
6,M3,PartialCorr,0.010904153272308767,1
6,M3,ResidualDCor,0.009950248756218905,1
7,M1,CMI,0.004975124378109453,1
7,M1,Pearson,0.004975124378109453,1
7,M1,PartialCorr,1.247242129957585e-10,1
7,M1,ResidualDCor,0.004975124378109453,1
7,M2,CMI,0.004975124378109453,1
7,M2,Pearson,0.004975124378109453,1
7,M2,PartialCorr,3.7282715184420904e-44,1
7,M2,ResidualDCor,0.004975124378109453,1
7,M3,CMI,0.6865671641791045,0
7,M3,Pearson,0.004975124378109453,1
7,M3,PartialCorr,0.0007823542315252703,1
7,M3,ResidualDCor,0.004975124378109453,1
8,M1,CMI,0.004975124378109453,1
8,M1,Pearson,0.004975124378109453,1
